category,subcategory,name,price,colour1,colour2,photo
kids,Robes,Soft Robe de fillette en coton 2Y-11Y,27.07,gris,Marine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg
kids,Chaussures pour garçon,Chaussures causales à boucles à crochets respirantes unisexe,30.49,Bleu foncé,rouge,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/17/cc190f21-e64e-4070-b813-f0657a7448d6.jpg
kids,Tops,T-shirt à 3D imprimé pour enfant de 1-9 ans,17.04,1,2,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/CB/28b3a50c-3d96-464c-b37a-162215b3557c.jpg
kids,Costume & Jupe-culotte,Ensembles de vêtements floraux pour 2-9 ans,22.06,Rose,Bleu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/77/26f5c160-4191-46b5-aad2-c3693beba4af.jpg
kids,Brassières de grossesse,Brassière de grossesse,10.02,blanc,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C9/8B/12517c3c-61fc-43b2-a789-319f4c214541.jpg
kids,Robes,Flower Girls Casual Dress Pour 2-11Y         ,22.06,blanc,Bleu marin,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/04/922063a4-ff1a-4016-919d-eafdcd92a177.jpg
kids,Pantalons,Short de sport pour garçon animalier pour 2Y-11Y,25.06,blanc,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/36/4D/a14eb7b5-1035-44bb-8be8-bd662828e47f.jpg
kids,Robes,Robe de dessin animé pour fille de 2-9 ans,19.05,Long Sleeve,Short Sleeve,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CD/DB/5f32b25b-bc06-4154-91a2-7ce39055409a.jpg
kids,Robes,Robe à volants à fleurs bleues pour fille 3-10 ans,17.99,As Picture,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/39/5f48131c-f1f8-4eae-ad40-bf6281d19321.jpg
kids,Robes,Princesse Layered Girls Dress Pour 3Y-11Y,33.38,Violet,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/FA/0be1ecf4-06de-4e35-ba83-c33dfccebb79.jpg
kids,Blousons & Vestes,Manteau Trench Imperméable pour Enfant Garçon Fille,29.08,Noir,Bleu foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AB/13/4107ca3e-e409-45e5-91c8-edb44d14fe56.jpg
kids,Robes,Casual Robe imprimée à col en V pour 4-15Y,21.05,Jaune,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/56/32/e0240399-6a46-48c7-83c5-839440313ab3.jpg
kids,Robes,Fleur filles robe en mousseline de soie pour 4Y-15Y,23.06,blanc,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D0/38/9a59f896-a522-408c-935d-b534259b8f20.jpg
kids,Robes,Vintage filles lâche robe pour 4-15 ans,25.06,Comme image,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BB/36/c8cc7225-68b8-43dc-aae6-01d58413f839.jpg
kids,Chaussures pour fille,Filles toile dessin animé belles chaussures de sport,24.49,blanc,Bleu foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E9/80/fe1c509c-4cf6-4aef-8f60-8e3a87c68ae0.jpg
kids,Costume & Jupe-culotte,Panda Pattern Girls Ensembles décontractés pour 3-11Y,24.53,blanc,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/28/75/7b8e9234-b3a5-4f22-aa6f-1df6b57970f8.jpg
kids,Coutumes & Co-ords,Ensembles de shorts en lin et coton pour garçons 2-7 ans,22.06,Gris,Jaune,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C7/39/d255b288-79dc-4b82-a2e8-5a905ad251d9.jpg
kids,Costume & Jupe-culotte,Ensemble à carreaux à volants pour fille pour 1-7 ans,16.54,White,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/00/DA/10d1572d-3e67-42f2-84d4-a0e0c8714e0e.jpg
kids,Salopettes & Combinaisons,Barboteuse en denim de dessin animé pour 0-24 mois,27.07,Bleu,Bleu foncé,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/A5/bbd16851-b4b2-4132-ac2b-f7b6ae0fbaab.jpg
kids,Robes,Robe à imprimé papillon pour fille pour 2-8 ans,17.99,blanc,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/76/9F/011ef5bd-0aa1-4170-b215-94b5efa784f9.jpg
kids,Robes,Robe de princesse pour filles à gros nœud pour 1Y-7Y,31.08,blanc,rouge,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A4/86/389252c3-a6b1-4de5-894f-c0b8cfbe3b10.jpg
kids,Chaussures pour fille,Chaussures de loisirs pour filles avec crochet en maille,15.1,blanc,vert,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B4/E5/6d8e6a79-3357-4289-b74d-fa83eb424a57.png
kids,Coutumes & Co-ords,Ensembles de vêtements pour garçons de loisirs pour 2Y-7Y,23.06,Vert clair,Orange,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A7/5A/6852d6fc-1e47-4993-8efb-420e12f8f9e9.jpg
kids,Brassières de grossesse,Soutien-gorge d'allaitement à rayures devant,21.05,Violet,Marine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AF/1A/f9d64df2-4ccf-4035-b65b-57f05a0e59f0.jpg
kids,Brassières de grossesse,Soutien-gorge de maternité imprimé sans fil,16.04,Jaune,Gris,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D9/C5/86800c65-3ea1-40cd-b757-05f49a2f17bb.jpg
kids,Coutumes & Co-ords,2pcs noël garçon vêtements set 2-11y,40.11,Bleu marin,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/37/B0/3a3c3936-23b3-4f12-aef3-aeb534b402da.jpg
kids,Tops & Tees,Chemise décontractée confortable pour femmes enceintes,22.06,Bleu clair,blanc,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/81/60f992a3-73fe-4a22-a40b-970712311c2a.jpg
kids,Costume & Jupe-culotte,Ensemble sans manches à imprimé floral pour fille pour 2-7 ans,16.54,As Picture,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/03/94aed82f-1110-4a18-83c0-b155024cc7a4.jpg
kids,Vêtements de nuit,Baby Boys filles vêtements de nuit à manches longues,27.07,Jaune,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/99/0E/864df685-174b-4520-a9ec-7b19c94d654c.jpg
kids,Maillots de bain,Swan Imprimé Maillots de bain pour filles avec un chapeau,21.05,Rose,Rose 1,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C3/03/c19bcf45-b393-409c-b01d-92d3c5f48a3d.jpg
kids,Pyjamas,Pyjama garçon à imprimé animal pour 1-5 ans,13.49,Yellow,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/43/21/d14d7538-d683-465e-ab0d-bbfe7b810d07.jpg
kids,Sous-vêtements de maintien de grossesse,Femme confortable amincissant taille ventre ventre,15.03,Nu,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FE/46/bd68393c-e33e-4ca2-a4da-a27ecfe6f4ea.jpg
kids,Slippers,Unisexe enfants ange ailes décor antidérapant Soft semelle mignon pantoufles,8.26,Yellow,Blue,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E8/24/8c67205c-11e6-4885-b2f9-d05a6e5899ba.jpg
kids,Slippers,Pantoufles antidérapantes unisexe pour enfants mignons petits animaux,12.07,Red,Yellow,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1E/25/0925fa65-7efc-4ae1-8fc2-ae04068210da.jpg
kids,Slippers,Pantoufles à la maison antidérapantes pour enfants unisexes,9.32,Yellow,Green,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/84/49/b2528f1e-a633-4311-8e6a-abe4655373c8.jpg
kids,Trainers,Baskets respirantes en dentelle élastique pour garçons,30.33,Beige,Grey,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/CF/98949fb5-03d0-41be-84e4-0bbfd025f82b.jpg
kids,Trainers,Unisexe Enfants Soft Wide Fit Casual Chunky Sneakers,29.78,Pink,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C7/59/d7341873-d1c4-42bc-81e6-436df89137c0.jpg
kids,Sneakers,Unisexe Enfants Daisy Pattern Colorblock Soft Casual Sneakers,30.88,Pink,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/30/c46e4f34-6ebf-4daf-9b98-4f0f58bb5ea8.jpg
kids,Trainers,Unisexe Enfants Antidérapant Classic Blanc Baskets Chaussures,23.99,Red,Blue,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CF/60/929505be-769f-4391-a8df-90598add27a9.jpg
kids,Sneakers,Unisexe Colorblock Soft Baskets de course antidérapantes,22.05,Brown,Grey,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/AF/6aa5ff15-df6b-41a3-adab-dc82d5891bea.jpg
kids,Flats & Loafers,Mocassins plats de danse scolaire à lacets pour filles,23.44,White,Black,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6D/BE/12fb024e-a192-42c6-a256-e708ad066bbd.jpg
kids,Trainers,Garçons Comfy Breatahble Knitted Soft Baskets de course antidérapantes,25.99,Blue,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CA/0F/db677b5f-2988-43bc-ac6f-4b9f7de7988d.jpg
kids,Trainers,Baskets décontractées portables en tissu maille pour garçons,25.99,Black,Blue,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/99/C4/df21a42f-36ba-4982-8070-6a42bdd76f00.jpg
kids,Maillots de bain,Ensemble de 3 pièces de maillots de bain queue de sirène pour fille de 4ans-13ans,31.99,#1,# 2,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C2/19/903a0362-548d-40eb-b4e0-f7ec05eca478.jpg
kids,Costumes pour bébé,Barboteuse à manches longues dinosaure pour 0-24M,30.99,gris,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1A/F9/5fe57bbb-aae5-438f-bb8e-32634ee63ac0.JPG
kids,Sandals,Sandales de plage unisexe pour enfants,13.52,Yellow,Pink,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8D/DF/9fcb6919-0e7f-4c85-8702-cd5a94b67bbd.jpg
kids,Sneakers,Unisexe Enfants Élastique Bande Tricoté Soft Slip On Sneakers,20.99,Black,Blue,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/02/64/c95bbd9e-ca92-43e0-ad3f-5202de69ae3a.jpg
kids,Maillots de bain,Maillot de bain à volants uni,19.55,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FE/65/345fa7f8-273b-48fc-af3b-35a74d17a478.jpg
kids,Chaussures pour fille,Jolies chaussures plates pour filles avec cerises,17.13,blanc,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/68/A0/f1957f59-551e-4d63-af7e-a3f46200e461.jpg
kids,Robes,Robe de plumes à manches longues pour filles 4-15Y,25.99,blanc,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9E/C0/446991ff-2c37-4337-80ca-78d63145403b.jpg
kids,Brassières de grossesse,Soutien-gorge confortable sans fil,21.05,Rose,Noir,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9A/12/e70c4bb6-645d-4e15-96b6-01a2fb35e217.jpg
kids,Brassières de grossesse,Soutien-gorge de maternité à imprimé floral,14.03,Rose,Nu,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/59/6E/45d52448-1705-4e31-b729-5cab32cec571.JPG
kids,Brassières de grossesse,Soutien-gorge d'allaitement anti-relâchement en dentelle,18.04,Gris,Rose,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8A/AE/c7c563e6-89b9-4ca9-ad0a-9633b019e237.jpeg
kids,Salopettes & Combinaisons,Barboteuses de dessin animé mignon paresseux bébé pour 0-24M,17.04,Yellow,,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/49/79/ec97eab1-d57b-44c5-a054-f6763f3eed40.jpg
kids,Brassières de grossesse,Soutien-gorge d'allaitement sans manches en dentelle de maternité,18.99,Light Grey,Nude,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/51/8C/b50d70ed-2e1f-4852-b234-9f0272f6ebdd.jpg
kids,Brassières de grossesse,Soutien-gorge nursing sexy en dentelle à fermeture avant,24.06,Nu,Violet,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/A8/4475d15f-7cfc-4444-8ac1-fced41e712ea.jpg
kids,Culottes de grossesse,"Culotte de shorty enceinte pour garçons, respirante et modale, respirante et confortable",12.03,Noir,blanc,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/46/A7/ff48c093-3a06-4de1-8c9b-dae4cc15f0a8.jpeg
kids,Robes,Robe à pois pour femmes enceintes,26.57,White,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/94/F7/c1711282-f8db-4122-b987-ab4a10c7a004.jpg
kids,Bas,Pantalon anti-moustique Baby Daisy pour 6-24M,13.53,Orange,Light Green,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/73/5B/fc9f2fbf-92a3-4369-a5d6-f3a78edbf8c8.jpg
kids,Costume & Jupe-culotte,Hauts imprimés pour filles + jupe rayée pour 1-8 ans,19.99,White,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0D/A3/8b8f679f-28c4-4346-8d6f-e57cbb20d2de.jpg
kids,Tops & T-shirt,T-shirt rayé de bande dessinée garçon pour 2-10 ans,8.99,Yellow,Red,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/83/D3/e3fe199d-13b3-4dca-9010-9d746d46740e.jpg
kids,Slippers,Unisexe Enfants Salle De Bains Antidérapant Soft Pantoufles Domestiques Semelles,9.82,Red,Pink,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/49/08/b9dff2cc-0e3d-40b7-bcdc-87c2f027adc4.jpg
kids,Trainers,Garçons LED Baskets Light Comfy Antidérapantes Classic,31.44,Black,White,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0E/89/3e223caf-e0f7-4e98-83ac-46a7f77534e9.jpg
kids,Tops & T-shirt,T-shirt à imprimé de bande dessinée pour garçon 2-10 ans,8.99,Navy,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/06/59/947e6275-2ecd-452f-bd84-76a6adeb0049.jpg
kids,Flats & Loafers,Filles Plaid Canvas Daisy Jelly Sole Soft Chaussures Plates,21.45,Beige,Pink,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DF/58/f43ddeca-dc41-4607-8251-15a599cbd3c7.jpg
kids,Sneakers,Chaussures de skate rayées à boucle à crochet pour fille,26.99,Pink,Purple,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D4/5F/ab0bf8bc-a05e-4cf5-8399-3472e99e58d7.jpg
kids,Trainers,Espadrilles épaisses en tissu tricoté rétro pour garçons,25.99,Black,White,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/64/D1/ebe5e379-bbbd-4782-a82d-98679914a3fa.jpg
kids,Trainers,Baskets larges unisexes respirantes pour enfants,27.99,Black,Pink,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/A5/d01e473a-f1d4-4a3f-bac1-e22ecf3615db.jpg
kids,Sneakers,Baskets à boucle à crochet en tissu tricoté à paillettes pour fille,25.99,Pink,Orange Pink,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D2/A2/551e74fa-2ae0-4878-abb5-fcb3ac3ae09d.jpg
kids,Robes,Robe de fille décontractée à fleurs pour 1-9Y,22.06,Red,,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/8C/A8/308338e7-6c74-43ef-9029-7e06c3c4dcf7.jpg
